Name,CAS,Product Name,Tel,Email,Website_URL,Source_URL,Stock_Weight,Price,Last_Updated,Verified_On,Remarks
"Tianmen Hengchang Chemical Co., Ltd","[' 98-86-2', ' 591-31-1', ' 104-53-0', ' 123-39-7', ' 611-19-8', ' 56553-60-7', ' 5337-93-9', ' 60-12-8', ' 10342-83-3']","[' N-methylformamide', "" 4'-Bromopropiophenone"", ' acetophenone', ' 4-Methylpropiophenone', ' 2-Chlorobenzylchloride', ' SodiumTriacetoxyborohydride', ' 2-Phenylethanol', ' Phenylpropylaldehyde', ' 3-Methoxybenzaldehyde']","['+8615172518801    027-59322316', '+8618008658728   ', '   0536-5174450', '+8615851462628   ']","[' 1208480077@qq.com', ' weimengchem@163.com', ' 2680463261@qq.com', ' 2718637152@qq.com']","[nan, 'http://www.tianmenchem.com/']","['https://www.chemicalbook.com/ProductList_En.aspx?kwd=56553-60-7&a=China&left=True&page=12#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=5337-93-9&a=China&left=True&page=11#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=611-19-8&a=China&left=True&page=7#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=123-39-7&a=China&left=True&page=6#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=104-53-0&a=China&left=True&page=4#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=98-86-2&a=China&left=True&page=10#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=591-31-1&a=China&left=True&page=5#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=10342-83-3&a=China&left=True&page=3#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=60-12-8&a=China&left=True&page=10#J_Condition']",[nan],[nan],[nan],[nan],"[nan, 'Purity: 99% HPLC | Package: 25KG;200KG;5KG;1KG;1T | CustNote: 611-19-8', 'Purity: 95-99% | Package: 1g；5g;25g;250g;', 'Purity: 99% HPLC | Package: 25KG;200KG;5KG;1KG;1T | CustNote: 123-39-7', 'Purity: 99% | Package: 1Kg;25Kg;1000Kg', 'Purity: 99% HPLC | Package: 25KG;200KG;5KG;1KG;1T | CustNote: 98-86-2', 'Purity: 99% HPLC | Package: 25KG;200KG;5KG;1KG;1T | CustNote: 104-53-0', 'Purity: 99% HPLC | Package: 25KG;200KG;5KG;1KG;1T | CustNote: 56553-60-7']"
Tocris Bioscience,[' 864445-37-4'],[' JWH 167'],['18019263206    021-58116080'],[' shxiyuanbio@163.com'],['https://www.tocris.com/cn/products/win-55-212-2-mesylate_1038'],['https://www.chemicalbook.com/ProductList_En.aspx?kwd=864445-37-4&a=China&left=True&page=1#J_Condition'],[nan],[nan],[nan],[nan],[nan]
"Top-joy International TradingShanghai Co., Ltd.","[' 140-88-5', ' 96-33-3']","[' Ethyl acrylate', ' Methyl acrylate']",['   86 021-51923890'],[' info@topjoyflooring.com'],['http://www.topjoychem.com/'],"['https://www.chemicalbook.com/ProductList_En.aspx?kwd=140-88-5&a=China&left=True&page=4#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=96-33-3&a=China&left=True&page=4#J_Condition']",[nan],[nan],[nan],[nan],[nan]
"Trademax Pharmaceuticals & Chemicals Co., Ltd","[' 78-67-1', ' 611-19-8', ' 1445-73-4', ' 19099-93-5', ' 68-11-1']","["" 2,2'-Azobis(2-methylpropionitrile)"", ' 2-Chlorobenzyl chloride', ' 1-Cbz-4-Piperidone', ' 1-Methyl-4-piperidone', ' Mercaptoacetic acid']",['   021-52387772'],[' trademax@trademaxchem.com'],['http://www.trademaxchem.com/'],"['https://www.chemicalbook.com/ProductList_En.aspx?kwd=19099-93-5&a=China&left=True&page=4#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=78-67-1&a=China&left=True&page=3#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=611-19-8&a=China&left=True&page=6#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=1445-73-4&a=China&left=True&page=3#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=68-11-1&a=China&left=True&page=5#J_Condition']",[nan],[nan],[nan],[nan],[nan]
Trump Chemical Corp,"[' 622-24-2', ' 79-03-8', ' 611-19-8']","[' 2-Chlorobenzyl chloride', ' Phenethyl chloride', ' Propionyl chloride']","['+8618019345275    400-400-400-1332688', '   0512-65239960']","[' service-sz@supertrade.com.tw', ' amy@rhawn.cn']",['http://www.trumpchemicals.com/html/en/cpjs8_3.htm'],"['https://www.chemicalbook.com/ProductList_En.aspx?kwd=622-24-2&a=China&left=True&page=3#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=611-19-8&a=China&left=True&page=5#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=79-03-8&a=China&left=True&page=5#J_Condition']",[nan],[nan],[nan],[nan],"[nan, 'Purity: 99% | Package: 97RMB/25g']"
Twochem Co.Ltd.,"[' 122-11-2', ' 19099-93-5']","[' Sulfadimethoxine', ' 1-Cbz-4-Piperidone']",['15800915896    021-021-58111628'],[' sales@azbiochem.com'],['http://cn.twochem.com/'],"['https://www.chemicalbook.com/ProductList_En.aspx?kwd=19099-93-5&a=China&left=True&page=4#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=122-11-2&a=China&left=True&page=3#J_Condition']",[nan],[nan],[nan],[nan],"['Purity: 98%+ | Package: 0.1g;1g;5g', 'Purity: 98%+ | Package: 1g;5g;10g']"
"U-Chemo Scientific(Shanghai) Co.,Ltd",[' 122-78-1'],[' Phenylacetaldehyde'],['+8616621771607   '],[' exbio_tech@163.com'],['http://www.u-chemo.com/'],['https://www.chemicalbook.com/ProductList_En.aspx?kwd=122-78-1&a=China&left=True&page=7#J_Condition'],[nan],[nan],[nan],[nan],['Purity: 99% | Package: 50kg']
"UHN Shanghai Research & Development Co., Ltd.","[' 718-08-1', ' 56553-60-7']","[' Ethyl3-oxo-4-phenylbutanoate', ' Sodium triacetoxyborohydride']","['   +86-21-2022 2982', '18930822973    021-021-58958002']","[' xiaoyangw@gmail.com', ' sales@chemenu.com']","[nan, 'http://www.uhnshanghai.com/']","['https://www.chemicalbook.com/ProductList_En.aspx?kwd=718-08-1&a=China&left=True&page=3#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=56553-60-7&a=China&left=True&page=9#J_Condition']",[nan],[nan],[nan],[nan],"['Brand：Chemenu | Product Number：CM254723 | Purity：95%', 'Purity: 142% LC-MS NMR | Package: 98% LC-MS NMR']"
Unibrom Corp.,[' 57958-47-1'],[nan],['   0531-87153728'],[' xufeng192@hotmail.com'],[nan],['https://www.chemicalbook.com/ProductList_En.aspx?kwd=57958-47-1&a=China&left=True&page=1#J_Condition'],[nan],[nan],[nan],[nan],[nan]
Union Chemical Works Ltd,[' 79-09-4'],[' Propionic acid'],['   035-712345 718939'],[' u0801@ms29.hinet.net'],['http://www.ucw.com.tw/list/test-p.htm'],['https://www.chemicalbook.com/ProductList_En.aspx?kwd=79-09-4&a=China&left=True&page=5#J_Condition'],[nan],[nan],[nan],[nan],[nan]
"Unipharm pharmaceutical industry Co., Ltd","[' 5413-05-8', ' 705-60-2']","[' 1-Phenyl-2-nitropropene', ' Ethyl 2-phenylacetoacetate']","['+8617386138556    027-59209883', '+8613953676784    536-536-8266195']","[' service@nornachem.com', ' lee@unipharm-sd.com']",['http://www.unipharm-sd.com/'],"['https://www.chemicalbook.com/ProductList_En.aspx?kwd=5413-05-8&a=China&left=True&page=2#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=705-60-2&a=China&left=True&page=6#J_Condition']",[nan],[nan],[nan],['2021-03-23'],"['Purity: 98% | Package: 5ASSAYS/10', 'Purity: 97.0% | Package: 5KG;1KG']"
"Univar Solutions(China) Co., Ltd.","[' 110-63-4', ' 100-46-9', ' 79-09-4']","[' 1,4-Butanediol', ' Propionic acid', ' Benzylamine']",['+8615902132654   '],[' ivy.zhuang@univarsolutions.com'],['https://www.chemicalbook.com/manufacturer/univar-solutionschina-249/'],"['https://www.chemicalbook.com/ProductList_En.aspx?kwd=110-63-4&a=China&left=True&page=2#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-46-9&a=China&left=True&page=1#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=79-09-4&a=China&left=True&page=1#J_Condition']",[nan],[nan],[nan],"['2020-04-16', nan]","['Purity: 99.5% | Package: 190Kg/Drum;USD', 'Purity: 99% | Package: 180Kg/Drum;USD', 'Purity: 99.5% | Package: 200Kg/Drum;USD']"
VOLKCHEM GROUP LIMITED,[' 1009-14-9'],[' Valerophenone'],['+8617702909819    86-+86-86-029-87551862'],[' sales006@ingredients-lonier.com'],['http://www.jiuxinpharm.com/'],['https://www.chemicalbook.com/ProductList_En.aspx?kwd=1009-14-9&a=China&left=True&page=4#J_Condition'],[nan],[nan],[nan],[nan],"['Purity: 99% | Package: 5kg;1KG;0.5KG; 0.1KG;,0.01KG/BAG']"
"WUHAN JIXINYIBANG BIOTECHNOLOGY .,LTD","[' 79-09-4', ' 611-19-8', ' 62-53-3', ' 56553-60-7', ' 110-62-3', ' 100-46-9', ' 78-67-1', ' 98-86-2', ' 100-52-7', ' 98-85-1', ' 140-88-5', ' 5337-93-9', ' 68-11-1', ' 122-78-1', ' 123-39-7', ' 622-24-2', ' 96-33-3', ' 122-11-2', ' 110-63-4', ' 60-12-8', ' 93-92-5', ' 103-63-9', ' 1445-73-4', ' 3612-20-2', ' 598-21-0', ' 1009-14-9']","[' (2-Bromoethyl)benzene', ' N-Methylformamide', ' Sodium triacetoxyborohydride', ' 4-Methylpropiophenone', ' Aniline', ' Mercaptoacetic acid', ' Phenylethyl alcohol', ' N-Benzyl-4-piperidone', ' Valeraldehyde', ' Methyl acrylate', ' Phenylacetaldehyde', ' Sulfadimethoxine', ' Styralyl acetate', ' Benzylamine', ' 2-Chlorobenzyl chloride', ' Benzaldehyde', ' 1,4-Butanediol', ' 2,2-Azobis(2-methylpropionitrile)', ' DL-1-Phenethylalcohol', ' Propionic acid', ' Acetophenone', ' Bromoacetyl bromide', ' Valerophenone', ' 1-Methyl-4-piperidone', ' 2-chloroethyl-benzene', ' Ethyl acrylate']","['+8613297943853    027-59768661', '   0571-85095566 18969113688', '   0571-88025872 13588138709', '+8618607169902   ', '   021-32092626-416', '18642120371    13552411355', '+8613163388153    027-13163388153']","[' 1704244976@qq.com', ' sales@hzoceanchem.com', ' 2837458851@qq.com', ' yeqiu416@163.com', ' 18607169902@163.com', ' wangweiwei@cbcsh.com.cn', ' sales@nwchemical.com']","[nan, 'https://www.chemicalbook.com/supplier/24253670/1.htm']","['https://www.chemicalbook.com/ProductList_En.aspx?kwd=1009-14-9&a=China&left=True&page=7#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=611-19-8&a=China&left=True&page=10#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=598-21-0&a=China&left=True&page=5#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=122-11-2&a=China&left=True&page=7#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=93-92-5&a=China&left=True&page=6#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=5337-93-9&a=China&left=True&page=8#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=622-24-2&a=China&left=True&page=4#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=62-53-3&a=China&left=True&page=11#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=1445-73-4&a=China&left=True&page=9#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=103-63-9&a=China&left=True&page=8#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=98-86-2&a=China&left=True&page=12#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=3612-20-2&a=China&left=True&page=7#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=110-62-3&a=China&left=True&page=6#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=79-09-4&a=China&left=True&page=10#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=98-85-1&a=China&left=True&page=5#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=96-33-3&a=China&left=True&page=6#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=68-11-1&a=China&left=True&page=6#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=122-78-1&a=China&left=True&page=5#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-46-9&a=China&left=True&page=9#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=140-88-5&a=China&left=True&page=8#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=123-39-7&a=China&left=True&page=9#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=78-67-1&a=China&left=True&page=8#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=110-63-4&a=China&left=True&page=13#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=12#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=60-12-8&a=China&left=True&page=12#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=56553-60-7&a=China&left=True&page=13#J_Condition']",[nan],[nan],[nan],[nan],"[nan, 'Purity: 95%,含0.01 % 柠檬酸稳定剂 | Package: 25ml', 'Purity: 99% | Package: 25KG;50KG;200KG', 'Purity: 99% | Package: 200KG', 'Purity: 工业级,>=99% | Package: 25KG | CustNote: 600000kg', 'Purity: 99% | Package: 180KG', 'Purity: 99% | Package: 25KG', 'Purity: 99%', 'Purity: 99% HPLC | Package: 1KG;25kg；200kg', 'Purity: 99% HPLC | Package: 200KG', 'Purity: 99% | Package: 25kg']"
"WUHAN MEIAN BIOMEDICINE TECHNOLOGY Co., Ltd，",[' 100-52-7'],[' Benzaldehyde'],['+8615377551262   '],[' 180953430@qq.com'],[nan],['https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-52-7&a=China&left=True&page=15#J_Condition'],[nan],[nan],[nan],[nan],['Purity: >=99%']
"WUXI YANGSHI CHEMICAL CO.,LTD.","[' 110-63-4', ' 100-46-9']","[' 1,4-Butanediol', ' Benzylamine']",['   0510-83558888'],[' sales@wxyschem.com'],"[nan, 'http://www.wxyschem.com/']","['https://www.chemicalbook.com/ProductList_En.aspx?kwd=110-63-4&a=China&left=True&page=18#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-46-9&a=China&left=True&page=5#J_Condition']",[nan],[nan],[nan],[nan],[nan]
"Weifang Aidi Chemical Co., Ltd.",[' 56553-60-7'],[' Sodium triacetoxyborohydride'],['   0536-8885548'],[' luo@orderchem.com'],['http://www.orderchem.com/'],['https://www.chemicalbook.com/ProductList_En.aspx?kwd=56553-60-7&a=China&left=True&page=6#J_Condition'],[nan],[nan],[nan],[nan],[nan]
"Weifang Dakang Chemical Co., Ltd.",[' 56553-60-7'],[' Sodium triacetoxyborohydride'],['   0536-5588559'],[' 248854684@qq.com'],['http://www.dakangchem.net/'],['https://www.chemicalbook.com/ProductList_En.aspx?kwd=56553-60-7&a=China&left=True&page=8#J_Condition'],[nan],[nan],[nan],[nan],[nan]
"Weifang Jiaxin Chemical Co., Ltd.","[' 140-88-5', ' 96-33-3']","[' methylacrylate', ' Ethyl acrylate']",['   0536-8371918'],[' 8371918@wfjxchem.com'],"[nan, 'http://www.wfjxchem.com/']","['https://www.chemicalbook.com/ProductList_En.aspx?kwd=96-33-3&a=China&left=True&page=9#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=140-88-5&a=China&left=True&page=9#J_Condition']",[nan],[nan],[nan],[nan],[nan]
"Weifang Jiehong Chemical Co., Ltd.",[' 611-19-8'],[' 2-Chlorobenzyl chloride'],['   0536-5318018'],[' 29670344@qq.com'],[nan],['https://www.chemicalbook.com/ProductList_En.aspx?kwd=611-19-8&a=China&left=True&page=12#J_Condition'],[nan],[nan],[nan],[nan],[nan]
"Weifang Mingran Chemical Co., Ltd.","[' 1445-73-4', ' 10342-83-3', ' 56553-60-7']","[' 1-Methyl-4-piperidone', "" 4'-Bromopropiophenone"", ' Sodium triacetoxyborohydride']","['15063661899    0536-2082396', '13964502016    0535-5570816']","[' mingranchem@163.com', ' sales@winningchem.com']","[nan, 'https://www.chemicalbook.com/ShowSupplierProductsList750643/0.htm']","['https://www.chemicalbook.com/ProductList_En.aspx?kwd=1445-73-4&a=China&left=True&page=9#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=56553-60-7&a=China&left=True&page=13#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=10342-83-3&a=China&left=True&page=3#J_Condition']",[nan],[nan],[nan],[nan],"[nan, 'Purity: 98 | Package: 1000 | CustNote: 300KG', 'Purity: 99 | Package: 1000 | CustNote: 150KG']"
"Weifang Orderchem Trade Co., Ltd.",[' 122-78-1'],[' Phenylacetaldehyde'],['18116577057    028-028-81700200'],[' 3003855609@qq.com'],['http://www.orderchem.com/'],['https://www.chemicalbook.com/ProductList_En.aspx?kwd=122-78-1&a=China&left=True&page=3#J_Condition'],[nan],[nan],[nan],[nan],['Purity: GC>=98% | Package: 20mg/;50mg/;100mg/;200mg/;500mg/']
"Weifang Qianyuan Biotechnology Co., Ltd.","[' 123-39-7', ' 598-21-0', ' 10342-83-3', ' 78-67-1']","[' Bromoacetyl bromide', ' N-Methylformamide', "" 4'-Bromopropiophenone"", "" 2,2'-Azobis(2-methylpropionitrile)""]","['18765609661    18678041314', '   021-62960152']","[' 934678158@qq.com', ' 2547772582@qq.com']",['https://www.chemicalbook.com/ShowSupplierProductsList1245847/0.htm'],"['https://www.chemicalbook.com/ProductList_En.aspx?kwd=78-67-1&a=China&left=True&page=7#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=598-21-0&a=China&left=True&page=6#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=123-39-7&a=China&left=True&page=6#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=10342-83-3&a=China&left=True&page=2#J_Condition']",[nan],[nan],[nan],[nan],"['Package: 1kg', 'Package: 1kg/', 'Purity: 98% | Package: 100g;500g;1Kg']"
"Weifang Ruihai Chemical Co., Ltd",[' 79-03-8'],[' Propionyl chloride'],['   0536-5339366'],[' sales@ruihaichem.com.cn'],['http://www.ruihaichem.com.cn/'],['https://www.chemicalbook.com/ProductList_En.aspx?kwd=79-03-8&a=China&left=True&page=5#J_Condition'],[nan],[nan],[nan],[nan],[nan]
"Weifang Siyuan Chemical Co., Ltd.","[' 591-31-1', ' 10342-83-3', ' 56553-60-7']","["" 4'-Bromopropiophenone"", ' 3-Methoxybenzaldehyde', ' Sodium triacetoxyborohydride']","['   +86-371- 55366292', '17663601818    0536-0536-8888106']","[' info@hnsunlake.com', ' 2354379876@qq.com']",['http://www.siyuanchem.com/'],"['https://www.chemicalbook.com/ProductList_En.aspx?kwd=591-31-1&a=China&left=True&page=3#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=56553-60-7&a=China&left=True&page=6#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=10342-83-3&a=China&left=True&page=2#J_Condition']",[nan],[nan],[nan],[nan],"[nan, 'Purity: 98% | Package: 25 KG/;10 KG/;5 KG/;1 KG/;500 g/;100 g/', 'Purity: 99%']"
"Weifang Wehibest Supply Chain Co.,Ltd","[' 100-46-9', ' 98-86-2', ' 110-63-4', ' 877-37-2', ' 56553-60-7', ' 5337-93-9', ' 1009-14-9', ' 60-12-8', ' 49851-31-2']","[' 2-bromo-4-chloropropiophenone', ' Sodium triacetoxyborohydride', ' Acetophenone', ' 4-Dimethylaminobenzaldehyde', ' Valerophenone', "" 4'-Methylpropiophenone 98% 5337-93-9"", ' 2-BROMO-1-PHENYL-PENTAN-1-ONE', ' Phenethyl alcohol', ' 1,4- Butanediol']","['+86+86-13454675544    +86-0576225566889', '+8618032673083    +86-0311-87836622', '+8618058761490    0571-86217390', '+8619355901310   ', '+8613583620690   ']","[' info@gihichemicals.com', ' alice@ah-yisheng.com', ' hotspotbiotech@163.com', ' admin@jiuzhou-chem.com；jamie@jiuzhou-chem.com；alice@jiuzhou-chem.com', ' sales05@hbduling.cn']",['http://'],"['https://www.chemicalbook.com/ProductList_En.aspx?kwd=100-46-9&a=China&left=True&page=2#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=877-37-2&a=China&left=True&page=2#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=1009-14-9&a=China&left=True&page=4#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=56553-60-7&a=China&left=True&page=4#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=60-12-8&a=China&left=True&page=2#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=110-63-4&a=China&left=True&page=4#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=49851-31-2&a=China&left=True&page=3#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=5337-93-9&a=China&left=True&page=4#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=98-86-2&a=China&left=True&page=4#J_Condition']",[nan],[nan],[nan],"[nan, '2023-07-05']","['Purity: 99% | Package: 5KG;1KG', 'Purity: 99 | Package: 5KG;1KG,25kg', 'Purity: 99% | Package: 1kg;165USD', 'Package: 25KG', 'Purity: 0.99 | Package: 10g;100g;1kg;25kg;200kg;IBC']"
"Weifang Weimeng Chemical Co., Ltd","[' 1445-73-4', ' 591-31-1', ' 10342-83-3', ' 56553-60-7']","[' 1-Methyl-4-piperidone', "" 4'-Bromopropiophenone"", ' 3-Methoxybenzaldehyde', ' Sodium triacetoxyborohydride']","['   0527-83313568', '   0536-5174450', '+8613817537615    021-57171705', '+8615105445095    0536-0536-8790166']","[' weimengchem@163.com', ' jinkai@jinkai-chem.com', ' sales@run-biotech.com']","[nan, 'http://www.weimengchem.com/']","['https://www.chemicalbook.com/ProductList_En.aspx?kwd=56553-60-7&a=China&left=True&page=12#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=1445-73-4&a=China&left=True&page=5#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=10342-83-3&a=China&left=True&page=3#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=10342-83-3&a=China&left=True&page=2#J_Condition', 'https://www.chemicalbook.com/ProductList_En.aspx?kwd=591-31-1&a=China&left=True&page=8#J_Condition']",[nan],[nan],[nan],[nan],"[nan, 'Purity: 99% HPLC | Package: 1KG;25KG;50KG;100KG;1T']"
"Weifang Weitai Chemical Co., Ltd",[' 79-03-8'],[' Propionyl chloride'],['   0536-7573088'],[nan],['https://www.chemicalbook.com/ShowSupplierProductsList5963/0.htm'],['https://www.chemicalbook.com/ProductList_En.aspx?kwd=79-03-8&a=China&left=True&page=5#J_Condition'],[nan],[nan],[nan],[nan],[nan]
